Editeur,Nationalite,Chambre,Duree,Review_title,Review_score,Commentaire
Oscar,Honduras,Chambre Supérieure,2 nuits · octobre 2022,Cozy and Memorable,10,"A aimé  · It smells clean, the rooms are big and cozy, the decoration is beautiful. A good breakfast, really regret not taking a dinner night. The staff was more than nice. Don’t mind the allies to get to the place. It’s location is more than perfect.
N'a pas aimé  · It didn’t had shampoo or body wash… but that’s nothing compare to the beautiful experience when you enter the Riad.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Nicole,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,5 nuits · octobre 2022,Fantastic stay to celebrate 30th birthday!,10,"A aimé  · We had an amazing stay. The staff were so welcoming and hospitable and gave us lots of useful tips for when we were heading out. Food at the riad was really tasty and great value for money. They even provided cake for my birthday! Would come back without hesitation. As a group of young women we all felt really safe, especially with the security guard who would escort us to the riad door at night after we had been out for dinner.
N'a pas aimé  · Nothing

Traduction en cours......


 - Voir l'original


Voir la traduction"
Noorulain,Canada,Chambre Familiale avec Salle de Bains Privative,5 nuits · octobre 2022,Beautiful stay in Marrakech,10,"A aimé  · The staff were amazing, and so friendly. They were always very helpful, and we appreciated that so much. The Riad is perfectly located close to many attractions. It is hard to find on your own, so highly recommend contacting them before check-in so they can meet you at the taxi drop-off area.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lisa,Danemark,Chambre Triple avec Salle de Bains Privative,1 nuit · octobre 2022,the location of the Riad can be a little tricky to find especially if you land with late flight.,10,"A aimé  · the Riad was super cosy and clean. the staff was friendly, helpful and flexible.The place was quiet and close to the souk. great breakfast and dinner.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Sara,Nouvelle-Zélande,Chambre Triple avec Salle de Bains Privative,1 nuit · octobre 2022,Exceptionnel,10,"A aimé  · beautiful place with amazing facilities. calm and tranquil vibes. staff were lovely and helpful, even made us a take away breakfast as we had to leave early! have a security guard at night to help find your way back through the old town alley ways
N'a pas aimé  · tricky to find so make sure to contact the property before hand so someone can meet you and direct you

Traduction en cours......


 - Voir l'original


Voir la traduction"
Dietmar,Autriche,Chambre Supérieure,4 nuits · octobre 2022,"When we come again, then in this Riad again","9,0","A aimé  · All the staff very friendly, helpful, you feel welcome
the food was excellent
N'a pas aimé  · The blankets on the roof top are a little bit old

Traduction en cours......


 - Voir l'original


Voir la traduction"
Cheiny,États-Unis,Chambre Triple avec Salle de Bains Privative,2 nuits · octobre 2022,Stay here if you’re in Marrakech and you won’t regret it,10,"A aimé  · Amazing hosts who went out of their way to make our stay wonderful! We had to leave early for our desert tour and they packed breakfast for us to to-go, and brought fresh orange juice to drink before the tour guide picked us up. The accommodations are beautiful and cute, the location very convenient. We would definitely stay here again.
N'a pas aimé  · In one of our two rooms, the water pressure in the shower was weak (just older plumbing) and the shower head couldn’t be hung at head level but these were minor inconveniences.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Olatowun,Chine,Chambre Triple avec Salle de Bains Privative,1 nuit · septembre 2022,Excellent and much look forward to returning!,10,"A aimé  · The rooms, the terrace, the location. it just all works!!
N'a pas aimé  · the fact that they do not serve wine by the glass however they even rectified that!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Kenyon,Australie,Chambre Triple avec Salle de Bains Privative,2 nuits · septembre 2022,great value. recommended,"9,0","A aimé  · great value for money. staff were lovely. rooms much larger than expected.
N'a pas aimé  · only downside is it’s a fair walk off a main thoroughfare. it’s simple enough to find your way through the maze of back alleys once you’ve done it with their welcome guide, but can see how some people would struggle.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Emma,Royaume-Uni,Chambre Familiale avec Salle de Bains Privative,3 nuits · septembre 2022,Exceptionnel,10,"A aimé  · beautiful Riad, very clean and very welcoming

Traduction en cours......


 - Voir l'original


Voir la traduction"
Samantha,Royaume-Uni,Chambre Supérieure,3 nuits · septembre 2022,Exceptionnel,10,"A aimé  · Staff where lovely breakfast was great, beautiful Riad.
N'a pas aimé  · At the end of long ally takes good 5 min walk

Traduction en cours......


 - Voir l'original


Voir la traduction"
Justyna,Royaume-Uni,Chambre Supérieure,3 nuits · septembre 2022,Excellent,10,"A aimé  · Amazing place to stay during our holiday. Very close to the main square of Old Medina. The staff always make sure we have everything we need, very polite and helpful. Tasty food.  I would definitely recommend to everone!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Keeshia,Hong Kong,Chambre Triple avec Salle de Bains Privative,1 nuit · septembre 2022,Superb place and staff!!,10,"A aimé  · Place is same as advertised. Staff are super friendly and helpful!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Oded,Israël,Chambre Supérieure,2 nuits · août 2022,Exceptionnel,"9,6","A aimé  · Location and atmosphere 
Welcoming staff

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lauryn,États-Unis,Chambre Familiale avec Salle de Bains Privative,2 nuits · août 2022,Exceptionnel,10,"A aimé  · The room is very spacious and comfortable! The breakfast was delicious and very accommodating. Once you get use to the route in and out of the Riad to the Main Street It’s very easy! Just takes a time or two to get to know the route. What makes this stay amazing is the staff! They are incredibly nice and always willing to help you with whatever you need such as coordinate tours, recommend food locations, and will set up experiences for you such as a a spa day. I could not recommend this Riad more, I will be coming back to stay based off the the amazing staff and beautiful facility.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Oliviero,Italie,Chambre Triple avec Salle de Bains Privative,2 nuits · août 2022,the perfect stay in Marrakech!,10,"A aimé  · Great ambience and beautiful interior design. the stuff is so nice and will try to help you with everything you need.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Caitlyn,Royaume-Uni,Chambre Supérieure,1 nuit · août 2022,"Nicest staff, amazing food, and quiet location!",10,"A aimé  · Super quiet and relaxing place to stay.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Adrian,Suisse,Chambre Familiale avec Salle de Bains Privative,1 nuit · août 2022,Great pace to stay in Marrakech.,"9,0","A aimé  · Very friendly and helpful staff. Delicious food. Quiet and relaxing.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Melania,Irlande,Chambre Triple avec Salle de Bains Privative,7 nuits · juillet 2022,Absolutely amazing stay with my family! Wouldn’t be able to speak high enough of the staff who go above and beyond to he,10,"A aimé  · Clean, elegant, intimate, beautifully furnished and decorated
N'a pas aimé  · N/A

Traduction en cours......


 - Voir l'original


Voir la traduction"
Celeste,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,1 nuit · juillet 2022,short but sweet stay,10,"A aimé  · we loved the hospitality, the food, ambience.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lindsey,Royaume-Uni,Chambre Supérieure,2 nuits · juillet 2022,Paradise behind a wooden door!,"9,0","A aimé  · Paradise behind a wooden door! Overall feel of the Farhan was imposing and sumptuous without being overly the top Moroccan. Breakfast was lovely, we liked it changed each morning. Different types of Moroccan breads/cakes. Room lovely, clean and comfortable, with big open shower. The plunge pool was inviting with hidden sitting nooks to sit and chill. Salma and Fred and all staff we came across were friendly and made our stay memorable!
N'a pas aimé  · Being Marrakesh in July - heat - the AC unit didn’t really make a difference, ours was placed on the opposite side of the bed. We slept on the floor under it haha but it didn’t make dent in our comfort. Locating was Riad was tricky as our first time in Marrakesh, used a ‘local guide’ well worth the few dirham to find it.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Alejandro,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,3 nuits · juillet 2022,We cannot wait to go back!,10,"A aimé  · We loved the hospitality we received from Ismaeil, Redouan, Zakaria, Hafida and Salma. We also loved the decor, plants, pool, food and everything really. We felt like home and we’d definitely go back.
N'a pas aimé  · The only thing we’d probably suggest for improvement is the air-conditioning, which we thought it was not strong enough for the heat.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Eliaz,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,2 nuits · juillet 2022,Fabuleux,"9,0","A aimé  · The maids who worked there were really helpful. Also Ismail was a great help!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Rachael,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,3 nuits · juillet 2022,A perfect weekend break!,10,"A aimé  · This Riad is tucked away in a quiet corner and offers a little piece of quiet in a very busy area. The Riad was lovely and clean and staff very attentive. On arrival we were greeted by Tea and given directions on how to get around the Medina. 
Breakfast offered a choice of breads, pancakes, juices and there was an option for eggs or an omelette aswell. Great variety. 
The Tagine on the first day for lunch also lovely. 
This Riad has a relaxed vibe and we felt very much at home here.
N'a pas aimé  · Nothing major to report here other than a few lights were out in the bedroom and bathroom.. the extra lighting would have been preferable however not a massive issue for us.
One evening we asked for water as it was sooo hot to be told there wasn’t any, so we opted for a Diet Coke.. again.. fine but water would have been preferred

Traduction en cours......


 - Voir l'original


Voir la traduction"
Gianluca,Royaume-Uni,Chambre Supérieure,4 nuits · juillet 2022,"Relaxing, Peaceful and Welcoming place",10,"A aimé  · We appreciated the welcoming staff and their attention to details and to cleanliness,. The Riad has a great location into a calm and safe zone of the Medina, with walking distance from most of the attractive places like Jemaa El-Fna Square. 
Good food quality, generous breakfast served every morning, good food options offered for lunch and dinner.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lucy,Royaume-Uni,Chambre Supérieure,5 nuits · juin 2022,No fault Riad in the heart of Marrakech!,"9,0","A aimé  · We absolutely loved our stay at Riad Farhan. I think booking transfer from the airport was a good idea as there are many alley ways in order to reach the Riad. After a day or two, we got used to our where abouts and was able to find our way. 
The room was clean, spacious and comfortable. The staff were friendly also and introduced us to the property. They also could answer any of our questions. They also organised our travel to our next destination. The delicious breakfast was also a bonus! 
The location was a ten minute walk from the main Jemma El-Fna square but doesn’t feel as long as you walk through the souks. There are many amenities nearby.
It was a lovely stay, and I recommend!
N'a pas aimé  · Nothing, it was wonderful.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Taiane,Brésil,Chambre Triple avec Salle de Bains Privative,2 nuits · juin 2022,The best and beautiful Riad in the Medina,10,"A aimé  · The Riad is close to the main square, and the staff are very kind and help us every time we want to walk in the Medina and with experience in the city. I really had a great time.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Nhu,Allemagne,Chambre Triple avec Salle de Bains Privative,1 nuit · juin 2022,was good but location not so good,"8,0","A aimé  · decoration and architecture is nice! they sell alcohol and staff were nice
N'a pas aimé  · looks bigger in pictures and the riads location is not good at all. too many lonely streets to walk. we were followed the last night. luckily a security guy helped us out

Traduction en cours......


 - Voir l'original


Voir la traduction"
Milcah,Canada,Chambre Triple avec Salle de Bains Privative,2 nuits · juin 2022,Exceptionnel,10,"A aimé  · beautiful riad, amazing staff who were very kind and helpful

Traduction en cours......


 - Voir l'original


Voir la traduction"
Chelsea,Royaume-Uni,Chambre Familiale avec Salle de Bains Privative,3 nuits · juin 2022,"Wonderful staff, excellent riad!",10,"A aimé  · Along with the beautiful decor, delicious breakfast and ideal location; the staff were incredibly kind and hospitable and they were the highlight of our stay!
They offered us advice and support, as well as friendly conversations throughout.
When we required earlier breakfast times due to the starting time of our day excursions, they were very accommodating.
Would love to stay again if I have the opportunity!
N'a pas aimé  · Other swimming pool closed.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Azzurra,Pays-Bas,Chambre Triple avec Salle de Bains Privative,4 nuits · juin 2022,We loved everything!,10,"A aimé  · We loved everything of Riad Farhan! The house is wonderful and always very clean with its typical moroccan furniture and style, the beautiful courtyard with the swimming pool is where the delicious breakfast was served every day, all the food is fresh and prepared at the moment. We loved our room on the ground floor and I will miss the little birds singing in the morning. The atmosphere is very relaxing and all the members of the staff are very kind and ready to help. One day we were not feeling well and they took good care of us like as if we were part of the family. So we definitely recommend staying at Riad Farhan during your trip to Marrakech.
N'a pas aimé  · The Riad is in the middle of the Medina, 2 minutes walk from the Bacha palace, however is located at the end of narrow streets and in the night we didn’t feel very safe to walk there by ourselves (we were 3 girls). However the members of the staff were always offering to accompany us around the city to make sure we were safe.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Meiling,Royaume-Uni,Chambre Familiale avec Salle de Bains Privative,1 nuit · mai 2022,"it’s been a superb stay here in Farhan. The room is very sparse, bright, air-fresh and classy! Staff there are really fr",10,"A aimé  · it’s simple and ancient style, give me very strong sense of home
N'a pas aimé  · no

Traduction en cours......


 - Voir l'original


Voir la traduction"
J,Pays-Bas,Chambre Triple avec Salle de Bains Privative,3 nuits · mai 2022,we had a great stay!,"8,0","A aimé  · beautifull Riad, central located, clean rooms.
superfriendly staff.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Gerald,Royaume-Uni,Chambre Familiale avec Salle de Bains Privative,1 nuit · avril 2022,"This place is an absolute gem! It was one of the highlights of our trip to Morocco. The staff were amazing, kind and hel",10,"A aimé  · The property is beautiful maintained. It was clean and beautiful with some really nice touches. Definitely has a Moroccan feel to it and we are so glad we chose to stay at Riad Farhan
N'a pas aimé  · n/a

Traduction en cours......


 - Voir l'original


Voir la traduction"
Stéphanie,Belgique,Chambre Triple avec Salle de Bains Privative,5 nuits · mai 2022,We had a lovely stay,"8,0","A aimé  · Very cosy, quiet and clean Riad with a very good location. The owners are friendly and are always in for a talk. Delicious diner as well for a great price :).
N'a pas aimé  · The breakfast was the same every day, some variety would be nice.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Veerle,Belgique,Chambre Familiale avec Salle de Bains Privative,1 nuit · mai 2022,A dream,10,"A aimé  · Pick-up by someone of the riad where taxi stops, the warm welcome, the room and very spacious bathroom, the breakfast, the decoration of the riad and the splendid rooftop terrace, the location of the riad
N'a pas aimé  · -

Traduction en cours......


 - Voir l'original


Voir la traduction"
Benjamin,Espagne,Chambre Triple avec Salle de Bains Privative,1 nuit · mai 2022,Fabuleux,"9,0","A aimé  · Staff were amazing and the Riad is beautiful

Traduction en cours......


 - Voir l'original


Voir la traduction"
Valentina,Italie,Chambre Supérieure,3 nuits · mai 2022,Exceptionnel,10,"A aimé  · Beautiful and tidy riad in the heart of the city.
Staff was very welcoming, warm and always happy to help with all our questions.
They were very helpful and taught us how to find our way around the Medina.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Della,Royaume-Uni,Chambre Supérieure,1 nuit · mars 2022,Fabuleux,"9,0","A aimé  · Wonderful accommodation and our room was fantastic (top floor), especially as we had the patio to ourselves for the most part. Look forward to visiting again, and booking the same room.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Angela,Royaume-Uni,Chambre Supérieure,3 nuits · avril 2022,Lovely Riad short break,"9,0","A aimé  · The Riad was lovely with traditional, pretty decor. Our room was very comfortable,spacious and clean.
The staff were so nice,our flight arrived quite early and they very kindly got our room ready for us to save us waiting around. Everyone was always smiling and friendly, we felt very welcome there and nothing seemed too much trouble.
Must mention the breakfast also! Great selection of bread items, fruit, freshly squeezed orange juice and freshly cooked omelettes. We didn’t have any evening meals but had a couple of lunches served to us on the roof terrace which were lovely.
Recommend getting the airport transfer as it’s so convenient, we were met at our taxi and walked to the riad which I’m not sure we would have found initially. It’s in a prime location though as so close to the souks, main square, restaurants etc and also offers a piece of tranquillity away from the hustle and bustle of the Medina!
N'a pas aimé  · We found it quite noisy on occasion, any conversations the staff were having on the ground floor carried up to the rooms on the first floor.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Jones,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,1 nuit · avril 2022,"gorgeous, clean, peaceful stay with incredibly nice and helpful staff",10,"A aimé  · Everything was brilliant! This riad is stunning, the rooms gorgeous and spacious. breakfast was great. there’s plenty of room to relax on the rooftop

Traduction en cours......


 - Voir l'original


Voir la traduction"
Joanna,Pologne,Chambre Triple avec Salle de Bains Privative,1 nuit · mars 2022,Amazing and relaxing time with great food and lovely hospitality.,10,"A aimé  · Amazing interiors and hospitality of the staff. The food served in the restaurant in Riad Farhan was truly great and exceptional.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Daniel,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,7 nuits · avril 2022,Exceptionnel,10,"A aimé  · The riad was such a calm, relaxing and peaceful place to stay in such a lovely city. The location was great-very close to nice restaurants like La Jardin and Nomad; a walk away from great attractions like The Secret Garden and Dar el Bacha. 
Sitting on the roof top terrace was so tranquil. A great place to read a book. The staff were all very friendly and very helpful. The rooms were clean, spacious and comfortable. 
We would most certainly return. 😀

Traduction en cours......


 - Voir l'original


Voir la traduction"
Jára,République tchèque,Chambre Supérieure,3 nuits · avril 2022,Exceptionnel,10,"A aimé  · friendly and very helpful staff, I do and manage almost everything with a smile on your face. Accommodation in the heart of the city. Upon arrival, I always recommend calling the reception and getting guided to the Dish. everything was excellent. Perfect massage. Very  traditional and relax interior.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Helena,Belgique,Chambre Familiale avec Salle de Bains Privative,5 nuits · avril 2022,Would highly recommend!,10,"A aimé  · Location of the riad was perfect, near the souks and sightseeing but still very quiet. Very comfortable and clean room, large enough for our family of four, with enough storage for our belongings. Large bathroom with excellent shower (bath) and little extra's such as cotton swabs, body oil etc.
Staff was exceptionally welcoming, kind and helpful. Redouane, Ismail en Noëlle made our stay extra special. Noëlle is an extraordinary cook, we highly recommend having dinner in the riad at least once.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Klavdija,Slovénie,Chambre Triple avec Salle de Bains Privative,1 nuit · avril 2022,Loved our stay,10,"A aimé  · Such a lovely riad. We arrived late at around 19:00, which is right when the people break their ramadan fast, they offered us to eat with them which was so kind. The riad was clean, had all the ammenities we could ever wish for, the breakfast was good too. Out of the 3 riads we have tried in Marrakech this was definitely my favourite one. Would definitely come back again!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Esme,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,2 nuits · avril 2022,A beautiful Riad in the heart of Marrakech!,10,"A aimé  · Beautiful Riad in the heart of Marrakech. The staff are kind and attentive, the room was so spacious and beautiful and the location is perfect! We can’t wait to visit Riad Farhan again. Thank you!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Lloyd,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,3 nuits · mars 2022,"An exceptional and welcoming stay, highly recommend",10,"A aimé  · Everyone was so helpful and friendly, couldn’t have asked for  better service!! The hotel was very clean and tidy and the rooms were immaculate. Breakfast was lovely with fresh Bread and fruit every morning served with great Moroccan tea. Again, the staff were great in telling us everything about Marrakech and even helped us book an excursion with them which was a great price. A special thanks to the staff especially Salma, Redouane and Ismael!
N'a pas aimé  · It is a bit difficult to find, however the staff ensured we found our way in and our of the a Riad.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Marta,Espagne,Chambre Triple avec Salle de Bains Privative,2 nuits · mars 2022,ideal,"9,0","A aimé  · amazing mattress, lots of natural light, felt like home in the room.
staff really attentive and friendly
N'a pas aimé  · location a bit tricky to find at first, would be good if there’s an email sent explaining hoe to get to the property

Traduction en cours......


 - Voir l'original


Voir la traduction"
Nicolas,France,Chambre Supérieure,1 nuit · février 2022,Outstanding,10,"A aimé  · Everything.
- Great place : Very charming room, comfy beds.
- Outstanding Breakfast : Delicious &Moroccan authentic , Abundant (for a big eater like me this was a big asset).
- A Class Staff : In a word , Ismael & Redouane are just HYPER COMMITTED to keep you satisfied during ur full stay at the Riad. Any request you may have, even the trickiest , they ll just make sure to make it happen ... 
In a word, only good things to report.
N'a pas aimé  · Nothing wrong to report , and I mean it.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Fercleon,Espagne,Chambre Familiale avec Salle de Bains Privative,2 nuits · mars 2022,Marrakech-Garwiin,10,"A aimé  · The breakfast is extremely great, you feel as if you were at home. We met the owners of the Riad, Salma & Fred, thank you for your hospitality, we would definitely come back again. I think this RIAD was perfect for our plans, again thank you for treating us so well and thanks to the Riad Staff for their kindness.
N'a pas aimé  · Bed mattress could be a little bit better.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Kim,Émirats arabes unis,Chambre Triple avec Salle de Bains Privative,1 nuit · mars 2022,Great stay,"9,6","A aimé  · Nice, cozy and with a personal touch.
N'a pas aimé  · Because of the way riads are build, it can get moldy.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Christina,États-Unis,Chambre Triple avec Salle de Bains Privative,1 nuit · février 2022,Exceptionnel,10,"A aimé  · Best place in Marrakesh!! Would definitely stay here again. The food was incredible, the staff are very friendly and helpful and the place was extremely clean! Highly recommend!! They also helped us book a trip to the Sahara the same day we arrived.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Christian,Allemagne,Chambre Triple avec Salle de Bains Privative,1 nuit · février 2022,Awesome modern gem in perfect location,"9,0","A aimé  · every thing was perfect! nice and modern location, very beautiful and nicely decorated rooms, awesome loungy and chilly rooftop, owners and staff is very very friendly and helpful - overall a huge hidden gem and big recommendation from us!
N'a pas aimé  · pool could be a little more inviting, you need to acces from the south, a little street next to Hamam de la rose - currently no sign that guide the way :)

Traduction en cours......


 - Voir l'original


Voir la traduction"
Beltrán,Irlande,Chambre Supérieure,2 nuits · février 2022,Great value for the money,"9,0","A aimé  · very helpful and welcoming staff. great location, in the medina but also close to western dining options
N'a pas aimé  · weak wifi connection

Traduction en cours......


 - Voir l'original


Voir la traduction"
Ikram,Maroc,Chambre Triple avec Salle de Bains Privative,2 nuits · février 2022,Fabuleux,"9,0","A aimé  · The food was excellent, hospitality was amazing, ambiance and service were great too.. Clean place, traditional decoration and simple at the same time with beautiful colors of nature that makes you feel comfortable and safe.
I’m satisfied and will be definitely happy to come back for a second time !!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Yew,Malaisie,Chambre Supérieure,1 nuit · février 2022,It was super lovely and I really recommend the hospitality!,"9,0","A aimé  · The owner is really nice that he came out to the street himself to bring us into the complicated neighbourhood. The bed is super comfy and the breakfast is god damnn delicious!

Traduction en cours......


 - Voir l'original


Voir la traduction"
Mathis,Allemagne,Chambre Supérieure,2 nuits · février 2022,we had a beautiful time here and the staff members we're very peaceful and helpful with all our requests,10,"A aimé  · nice places to hang out, sweet but decent breakfast. nicely decorated

Traduction en cours......


 - Voir l'original


Voir la traduction"
Johanna,Royaume-Uni,Chambre Supérieure,2 nuits · février 2022,Fabuleux,"9,0","A aimé  · Lovely Riad, great location, gorgeous decor, large rooms and very friendly staff. It's a bit of a challenge to find but staff will pick you up if you ask them to.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Amal,Maroc,Chambre Triple avec Salle de Bains Privative,2 nuits · février 2022,Fabuleux,"9,0","A aimé  · The authenticity of the place and the welcoming

Traduction en cours......


 - Voir l'original


Voir la traduction"
Idrissi,Maroc,Chambre Supérieure,2 nuits · février 2022,"very comfortable stay, value for money is 9/10 !","8,0","A aimé  · - very clean and comfortable room, vast and has everything we needed. 
- bathroom is so comfortable and traditional. 
- staff is nice
- very good breakfast
N'a pas aimé  · - there were no slippers and no carpet, so it was a bit tricky to move around barefoot. (take ur own slippers with u) 
- Riad is kind of boring, small and there isn't much to do in it. 
- breakfast is good but it could be better (no olive oil, no charcuterie, no Moroccan soupe (dchicha).

Traduction en cours......


 - Voir l'original


Voir la traduction"
Oulaya,Maroc,Chambre Supérieure,1 nuit · février 2022,I highly recommend this riad,10,"A aimé  · Everything went smooth , the breakfast by the pool was delicious and the service was perfect and it was set in a authentic way , it was also healthy 'cause it contains fruits and natural juice , 
I also admired The terrace decoration and the calm up there
N'a pas aimé  · Everything went the way we expected,

Traduction en cours......


 - Voir l'original


Voir la traduction"
Myriame,Belgique,Chambre Triple avec Salle de Bains Privative,2 nuits · septembre 2021,We will come back for sure. Very pleasant stay,"9,0","A aimé  · Very very friendly staff!
Warmly welcomed at the reception, nothing was too much for them.
Rooms were clean and the room was effective as in picture. You can completely relax at the indoor pool.
Fresh breakfast and you can drink the best tea from Marrakech.
We would recommend the riad to anyone.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Ioana,Roumanie,Chambre Triple avec Salle de Bains Privative,1 nuit · novembre 2021,Exceptionnel,10,"A aimé  · Very cozy and beautifully decorated Riad in a very good location. The rooms were very clean and spacious and the staff was very helpful and nice. We had a very good time there and will definitely go back.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Alisa,Russie,Chambre Supérieure,3 nuits · septembre 2021,Excellent place with amazing service and design,"9,0","A aimé  · Moroccan holiday
It was our first stay at riad, so some things were very unusual for us. First of all, the riad looks the same you can see in pictures. 
Everything looks authentic and has a classic Arabian design. There is a small pool in the middle of yard. You can use it, if you want to. No one stops you) but the water is cool.
The towel were changed everyday, we don’t expect it, so there was a little mess in our room ( sorry, gays). There is also a/c in our room. It’s important cause of the hot weather). Breakfast was good and you can order Moroccan dinner too.
You should be prepared to find the riad because of the maze of small streets. We couldn’t find it in first visit, but after we had instruction from staff it was really easy ( can’t believe that write it, but it’s true). So ask the way to riad before you’ll go there.
And the last but not the least is the staff of Riad. They are absolutely doing everything your stay would be comfortable. Our special thanks to Ismail and Zacharia. Guys, you’re best!
N'a pas aimé  · And our small recommendations for Riad to make wi-fi all over the territory. In the roof there wasn’t any connections.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Fabio,Suisse,Chambre Supérieure,1 nuit · novembre 2021,Very nice Riad on great location! Kind of a dream,10,"A aimé  · Big room with own bath. Everything seems to be new. Very nice furnished. The hosts are very welcoming and help you. Breakfast had a good choice of food/drinks.
N'a pas aimé  · The internet on the rooms/rooftop with a mobilephone is very slow. But on the ground floor it works perfectly

Traduction en cours......


 - Voir l'original


Voir la traduction"
Ellen,États-Unis,Chambre Triple avec Salle de Bains Privative,4 nuits · novembre 2021,Amazing and great excellent,10,"A aimé  · The staff were amazing and so helpful with tips on how to get around Marrakech. The food was amazing. The room and the whole riad was beautiful! Details were so beautiful. Def a great place to relax and get away from the city

Traduction en cours......


 - Voir l'original


Voir la traduction"
Alice,Italie,Chambre Supérieure,1 nuit · octobre 2021,Très bien,"8,0","A aimé  · The location and the tranquillity

Traduction en cours......


 - Voir l'original


Voir la traduction"
Harriet,Royaume-Uni,Chambre Triple avec Salle de Bains Privative,3 nuits · octobre 2021,"Riad Farhan is beautiful, well located and a great choice of accommodation in the medina.","9,0","A aimé  · Riad Farhan is beautiful, well located and a great choice of accommodation if you are looking to stay in the Medina. We were unsure whether to stay further out of the city or right in the centre but are happy with our choice because it meant everything was quick and easy to get to, no taxis and we still felt relaxed!
The staff were very friendly and helpful, offering to help with our luggage, walk us to meet the taxi and made sure we had a comfortable stay. It was good to have breakfast included.
The room was a great size with a big bathroom and free toiletries. The WIFI was very good and the pool area was beautiful, with sitting areas all around. The rooftop was nice too because it allowed us to chill out in the sun and feel relaxed despite being right in the medina. It is very quiet at the Riad.
The location although hard to find is perfect - you are 5 minutes walk from all the central attractions yet it is very quiet and we felt safe walking back to the Riad as a couple at night - the path is well lit. Finding the Riad was not a problem for us as we called ahead and the staff met us from our taxi to show us the way - make sure you do this or you will never find it!
N'a pas aimé  · For the money we paid, I would have expected a couple of minor things to be slightly better if I am very honest...
Although the bedroom was beautiful, the cushions were very tatty and ripped and there were not enough hangers for our clothes. The light fittings were also falling away from the ceiling a little which looked a bit unsafe. The breakfast was good however the pancakes were reheated and not hot or fresh. It would have been nice to have some extra things like yoghurt and honey to go with the fruit as this is what we received in other hotels in Morocco. All minor things, but for the money, I would have expected a bit better.
I guess this comes with staying in a Riad as it is essentially a house but other guests were quite loud and woke us up arriving/leaving in the early hours of the morning. Not the Riad's fault but something to consider.

Traduction en cours......


 - Voir l'original


Voir la traduction"
Ahmed,Turquie,Chambre Triple avec Salle de Bains Privative,1 nuit · octobre 2021,Best riad in old town,10,"A aimé  · Riad's atmosphere is amazing. Breakfast is delicious. Room is fascinating. Ridwan is kind and helpful person.
N'a pas aimé  · Everything perfect. No problem. Only the location of hotel is a bit hard to find. But if you are near the hotel, call them and they will help you.

Traduction en cours......


 - Voir l'original


Voir la traduction"
